user_type,intent,category,query,response,priority
student,enrollment,Enrollment,Please help me with this issue: how can I enroll in a course after making the payment? What should I do?,"To resolve the enrollment issue, the system should verify your enrollment status and the course you selected. Please share the course name if it is not already shown in your account.",medium
student,payment,Payments,I have a problem: my payment failed while buying a course after making the payment. What should I do?,I can help investigate the payment problem by checking the transaction and enrollment records associated with your account.,low
student,refund,Payments,Can you help me: how can I request a refund after making the payment? What should I do?,I can help with the refund request. Refund eligibility and processing time depend on the platform's current refund policy and your transaction status.,low
student,certificate,Certification,"Hi, i completed my course but cannot find my certificate after making the payment. Please let me know what I should do.","If your certificate is missing or incorrect, I can help verify your completion status and certificate record and guide you through the next step.",medium
student,assignment,Assignments,"Hello, i cannot submit my assignment after making the payment. Please let me know what I should do.",I can help you troubleshoot the assignment submission or explain the applicable submission and resubmission process.,medium
student,exam,Exams,I need help: when is my next exam after making the payment? Please let me know what I should do.,"I can help with your exam question. We can check the exam schedule, access requirements, result status, or any technical issue affecting the exam.",medium
student,technical_issue,Technical Support,Could you help me with this: my course video is not playing after making the payment. Please let me know what I should do.,"For a technical problem, we should identify whether the issue affects the course page, video, lesson material, app, or the whole platform.",medium
student,account,Account,Please help me with this issue: i cannot log in to my student account after making the payment. Please let me know what I should do.,"I can help you resolve the account issue, including password recovery, login problems, or updating registered details.",low
student,course_information,Course,I have a problem: what topics are covered in this course after making the payment? Please let me know what I should do.,"I can provide course information such as the syllabus, duration, topics, projects, and prerequisites. Please share the course name if it is not already clear.",low
student,schedule,Classes,Can you help me: when is my next live class after making the payment? Please let me know what I should do.,"For a scheduling issue, the system should check your enrolled sessions and the latest class timetable before giving you the correct time.",low
student,tutor_support,Tutor Support,"Hi, my tutor has not responded to my question after making the payment. Can you guide me?",I can help review the tutor or session issue and determine whether it can be resolved directly or needs support-team assistance.,medium
student,progress,Learning Progress,"Hello, how can I check my course progress after making the payment? Can you guide me?",I can help you check your course progress and identify why a completed lesson may still appear incomplete.,low
student,attendance,Classes,I need help: where can I check my class attendance after making the payment? Can you guide me?,"For an attendance issue, the system should review your session records and the attendance policy for the course.",low
student,subscription,Subscription,Could you help me with this: how can I check my subscription after making the payment? Can you guide me?,"I can help you review or manage your subscription, including renewal, cancellation, or plan-change questions.",low
student,academic_question,Academic Support,Please help me with this issue: can you explain a difficult concept from my course after making the payment? Can you guide me?,Absolutely. I can help explain the academic concept step by step and use a simpler example if needed.,low
student,course_content,Course,I have a problem: where can I find the lesson materials after making the payment? Can you guide me?,"For missing course content, we should verify the lesson and resource availability in your enrolled course.",low
student,feedback_complaint,Support,Can you help me: i want to submit feedback about my course after making the payment. Can you guide me?,"I can help with your complaint by capturing the issue, checking whether it can be resolved directly, and escalating it when necessary.",low
student,human_support,Support,"Hi, i want to speak with a human support agent after making the payment after enrolling.","I can help gather the details of your issue and, when needed, connect it to the appropriate human support team.",high
student,unknown,Other,"Hello, can you help me with something that is not related to my course after making the payment?",I’m not yet sure which support area your question belongs to. Please share a little more detail about the issue.,low
student,course_access,Course,I need help: my course is not visible in my dashboard after making the payment.,I can help troubleshoot the missing course. We should first verify your enrollment and confirm that the course entitlement is active.,medium
student,enrollment,Enrollment,Could you help me with this: my course enrollment is still pending after making the payment after enrolling.,"I can help with enrollment. We can check whether the enrollment is pending, failed, or associated with the wrong course and then guide you through the next step.",medium
student,payment,Payments,Please help me with this issue: the amount was deducted but my payment shows failed after making the payment.,"For a payment issue, we should check the transaction status and match it with your course enrollment. Please keep the payment reference available if you have it.",low
student,refund,Payments,I have a problem: am I eligible for a course refund after making the payment?,I can help you with the refund process. The next step is to review the purchase details and applicable refund policy.,low
student,certificate,Certification,Can you help me: when will my course certificate be issued after making the payment?,I can help check your certificate status. We should verify that the course requirements are complete and that the certificate has been generated for your account.,medium
student,assignment,Assignments,"Hi, how can I upload an assignment after making the payment? Please advise.","For an assignment problem, we should verify the assignment availability, deadline, and submission record before deciding the next step.",medium
student,exam,Exams,"Hello, how can I access my online exam after making the payment? Please advise.",I can help you check the exam details or troubleshoot an exam access problem.,medium
student,technical_issue,Technical Support,I need help: the learning platform keeps showing an error after making the payment after enrolling. Please advise.,I can help troubleshoot the technical issue. Please make sure your connection is stable and try reopening the course; the system can then check for account or platform-specific problems.,medium
student,account,Account,Could you help me with this: how can I reset my password after making the payment? Please advise.,"If you cannot access or update your account, we should first verify your identity and then guide you through the appropriate account-recovery or profile-update process.",low
student,course_information,Course,Please help me with this issue: how long does the course take to complete after making the payment? Please advise.,"I can help with course details such as topics, syllabus, duration, and whether the course is suitable for your current level.",low
student,schedule,Classes,I have a problem: where can I see my class schedule after making the payment? Please advise.,"I can help you check your class schedule. We can verify the next session, timing, and any available rescheduling options.",low
student,tutor_support,Tutor Support,Can you help me: how can I contact my course tutor after making the payment? Please advise.,"If your tutor has not responded or a session was cancelled, I can help verify the session status and guide you through the appropriate support process.",medium
student,progress,Learning Progress,"Hi, why is my completed lesson still showing as incomplete after making the payment? Could you help?",I can help you review your current course progress and identify any lessons or activities that still need completion.,low
student,attendance,Classes,"Hello, my attendance was marked incorrectly after making the payment after enrolling. Could you help?",I can help check your attendance record. We can verify the sessions you attended and identify any missing or incorrect attendance entries.,low
student,subscription,Subscription,I need help: when does my subscription expire after making the payment? Could you help?,"For a subscription issue, we should verify your active plan and billing status before making changes.",low
student,academic_question,Academic Support,Could you help me with this: i need help understanding today's lesson after making the payment. Could you help?,"I can explain the concept in a simpler way, give an example, or provide a hint so you can solve the problem yourself.",low
student,course_content,Course,Please help me with this issue: can I download the course resources after making the payment? Could you help?,"I can help you find the lesson notes, practice material, and other course resources. Please share the course or lesson name if needed.",low
student,feedback_complaint,Support,I have a problem: i have a complaint about my learning experience after making the payment. Could you help?,I can help record your feedback or complaint and make sure the relevant support team receives the details needed to review it.,low
student,human_support,Support,Can you help me: can you connect me with customer support after making the payment? Could you help?,"I can help route your issue to a human support representative, especially when the case needs manual review.",low
student,unknown,Other,"Hi, i have a question that does not fit the usual support options after making the payment after enrolling. What should I do?","I can still help. Please describe what you are trying to do and what is going wrong, and I will determine the best support path.",low
student,course_access,Course,"Hello, the course page is not opening for me after making the payment. What should I do?",Your course access can depend on enrollment and entitlement status. Please sign in to the enrolled account so the system can check why the course is locked or missing.,medium
student,enrollment,Enrollment,I need help: i enrolled in the wrong course. What should I do after making the payment? What should I do?,I can help you with the enrollment process or an enrollment failure. We first need to confirm your selected course and current enrollment status.,medium
student,payment,Payments,Could you help me with this: i was charged twice for the same course after making the payment after enrolling. What should I do?,"I can help check your payment status. The next step is to verify whether the payment was successful, pending, failed, or duplicated.",low
student,refund,Payments,Please help me with this issue: my refund has not reached my account after making the payment. What should I do?,"We can check whether your purchase is eligible for a refund and, if a refund has already been initiated, verify its current status.",low
student,certificate,Certification,I have a problem: my certificate has the wrong name after making the payment. What should I do?,I can help you locate or troubleshoot your certificate by checking your course completion and certificate status.,medium
student,assignment,Assignments,Can you help me: what is the deadline for my assignment after making the payment? What should I do?,"I can help with the assignment issue. We can check the submission status, deadline, and whether the platform accepted the uploaded file.",medium
student,exam,Exams,"Hi, what should I do if my exam page crashes after making the payment? Please let me know what I should do.","For an exam issue, the system should verify your exam schedule and access status and then provide the relevant instructions.",medium
student,technical_issue,Technical Support,"Hello, the course page loads very slowly after making the payment. Please let me know what I should do.","I can help diagnose the platform issue and determine whether it is related to your account, course access, or the learning system.",medium
student,account,Account,I need help: i need to update my account information after making the payment after enrolling. Please let me know what I should do.,"I can help with your student account. For login or profile problems, we can guide you through account recovery or verify the information linked to your account.",low
student,course_information,Course,Could you help me with this: does the course include projects after making the payment? Please let me know what I should do.,"I can help you understand the course structure, coverage, duration, and requirements. The course details can be checked against the latest published information.",low
student,schedule,Classes,Please help me with this issue: can I change my scheduled class after making the payment? Please let me know what I should do.,I can help confirm your next class or guide you through the available rescheduling options.,low
student,tutor_support,Tutor Support,I have a problem: can I request a different tutor after making the payment? Please let me know what I should do.,"I can help with tutor-related support. We can check the tutor assignment, session details, and available ways to contact or reschedule with your tutor.",medium
student,progress,Learning Progress,Can you help me: my progress percentage has not updated after making the payment. Please let me know what I should do.,"For a progress issue, we should verify your lesson completion records and the latest progress calculation for the course.",low
student,attendance,Classes,"Hi, why is my attendance missing after making the payment? Can you guide me?",I can help you understand your attendance record and the available options for a missed or incorrectly recorded session.,low
student,subscription,Subscription,"Hello, how can I cancel my subscription after making the payment? Can you guide me?","I can help with your subscription. We can check the current plan, renewal status, and expiry date and then explain the available options.",low
student,academic_question,Academic Support,I need help: can you explain this topic with a simple example after making the payment? Can you guide me?,"I can help you understand the topic rather than just give the final answer. Share the question or concept you are stuck on, and we can work through it.",low
student,course_content,Course,Could you help me with this: the notes for my lesson are missing after making the payment. Can you guide me?,I can help locate the relevant course material and check whether the resource is available for download or viewing.,low
student,feedback_complaint,Support,Please help me with this issue: how can I report a problem with my course after making the payment? Can you guide me?,I’m sorry the experience has not met your expectations. I can help document the issue and route it to the appropriate support team.,low
student,human_support,Support,I have a problem: i need help from a support representative after making the payment. Can you guide me?,I can prepare your case for human support so the support representative receives the conversation context and actions already taken.,low
student,unknown,Other,Can you help me: i am not sure which support category my problem belongs to after making the payment. Can you guide me?,I can help figure this out. Tell me what you expected to happen and what happened instead.,low
student,course_access,Course,"Hi, i was enrolled but the course still shows as locked after making the payment right now.",I can help you check your course access. Please make sure you are signed in with the account used for enrollment; I can then verify your enrollment and course entitlement.,medium
student,enrollment,Enrollment,"Hello, why did my course enrollment fail after making the payment?","To resolve the enrollment issue, the system should verify your enrollment status and the course you selected. Please share the course name if it is not already shown in your account.",medium
student,payment,Payments,I need help: how can I check my payment status after making the payment?,I can help investigate the payment problem by checking the transaction and enrollment records associated with your account.,low
student,refund,Payments,Could you help me with this: how long does a refund normally take after making the payment?,I can help with the refund request. Refund eligibility and processing time depend on the platform's current refund policy and your transaction status.,low
student,certificate,Certification,Please help me with this issue: how can I download my certificate after making the payment?,"If your certificate is missing or incorrect, I can help verify your completion status and certificate record and guide you through the next step.",medium
student,assignment,Assignments,I have a problem: my assignment submission is not visible after making the payment.,I can help you troubleshoot the assignment submission or explain the applicable submission and resubmission process.,medium
student,exam,Exams,Can you help me: when will my exam result be available after making the payment?,"I can help with your exam question. We can check the exam schedule, access requirements, result status, or any technical issue affecting the exam.",medium
student,technical_issue,Technical Support,"Hi, i cannot open the lesson material after making the payment. Please advise.","For a technical problem, we should identify whether the issue affects the course page, video, lesson material, app, or the whole platform.",medium
student,account,Account,"Hello, i forgot the email linked to my account after making the payment. Please advise.","I can help you resolve the account issue, including password recovery, login problems, or updating registered details.",low
student,course_information,Course,I need help: is this course suitable for beginners after making the payment? Please advise.,"I can provide course information such as the syllabus, duration, topics, projects, and prerequisites. Please share the course name if it is not already clear.",low
student,schedule,Classes,Could you help me with this: what time does my live session start after making the payment? Please advise.,"For a scheduling issue, the system should check your enrolled sessions and the latest class timetable before giving you the correct time.",low
student,tutor_support,Tutor Support,Please help me with this issue: my tutoring session was cancelled after making the payment. Please advise.,I can help review the tutor or session issue and determine whether it can be resolved directly or needs support-team assistance.,medium
student,progress,Learning Progress,I have a problem: where can I see my learning progress after making the payment? Please advise.,I can help you check your course progress and identify why a completed lesson may still appear incomplete.,low
student,attendance,Classes,Can you help me: can I make up for a missed class after making the payment? Please advise.,"For an attendance issue, the system should review your session records and the attendance policy for the course.",low
student,subscription,Subscription,"Hi, can I change my subscription plan after making the payment? Could you help?","I can help you review or manage your subscription, including renewal, cancellation, or plan-change questions.",low
student,academic_question,Academic Support,"Hello, i am stuck on a problem from my course after making the payment right now. Could you help?",Absolutely. I can help explain the academic concept step by step and use a simpler example if needed.,low
student,course_content,Course,I need help: where can I find the practice material after making the payment? Could you help?,"For missing course content, we should verify the lesson and resource availability in your enrolled course.",low
student,feedback_complaint,Support,Could you help me with this: i am unhappy with the support I received after making the payment. Could you help?,"I can help with your complaint by capturing the issue, checking whether it can be resolved directly, and escalating it when necessary.",low
student,human_support,Support,Please help me with this issue: please transfer my issue to a human after making the payment right now. Could you help?,"I can help gather the details of your issue and, when needed, connect it to the appropriate human support team.",low
student,unknown,Other,I have a problem: can you help me with a different issue after making the payment? Could you help?,I’m not yet sure which support area your question belongs to. Please share a little more detail about the issue.,low
student,course_access,Course,Can you help me: why is my purchased course unavailable after making the payment? Could you help?,I can help troubleshoot the missing course. We should first verify your enrollment and confirm that the course entitlement is active.,medium
student,enrollment,Enrollment,"Hi, can I change my enrolled course after making the payment? What should I do?","I can help with enrollment. We can check whether the enrollment is pending, failed, or associated with the wrong course and then guide you through the next step.",medium
student,payment,Payments,"Hello, my payment is still pending after making the payment. What should I do?","For a payment issue, we should check the transaction status and match it with your course enrollment. Please keep the payment reference available if you have it.",low
student,refund,Payments,I need help: i want to cancel my course and request a refund after making the payment. What should I do?,I can help you with the refund process. The next step is to review the purchase details and applicable refund policy.,low
student,certificate,Certification,Could you help me with this: my certificate is not showing in my account after making the payment right now. What should I do?,I can help check your certificate status. We should verify that the course requirements are complete and that the certificate has been generated for your account.,medium
student,assignment,Assignments,Please help me with this issue: can I resubmit an assignment after making the payment? What should I do?,"For an assignment problem, we should verify the assignment availability, deadline, and submission record before deciding the next step.",medium
student,exam,Exams,I have a problem: what are the rules for the online exam after making the payment? What should I do?,I can help you check the exam details or troubleshoot an exam access problem.,medium
student,technical_issue,Technical Support,Can you help me: the app crashes when I open my course after making the payment right now. What should I do?,I can help troubleshoot the technical issue. Please make sure your connection is stable and try reopening the course; the system can then check for account or platform-specific problems.,medium
student,account,Account,"Hi, how can I change my registered phone number after making the payment? Please let me know what I should do.","If you cannot access or update your account, we should first verify your identity and then guide you through the appropriate account-recovery or profile-update process.",low
student,course_information,Course,"Hello, how can I see the course syllabus after making the payment? Please let me know what I should do.","I can help with course details such as topics, syllabus, duration, and whether the course is suitable for your current level.",low
student,schedule,Classes,I need help: i missed a scheduled class. What are my options after making the payment? Please let me know what I should do.,"I can help you check your class schedule. We can verify the next session, timing, and any available rescheduling options.",low
student,tutor_support,Tutor Support,Could you help me with this: how can I reschedule a tutor session after making the payment? Please let me know what I should do.,"If your tutor has not responded or a session was cancelled, I can help verify the session status and guide you through the appropriate support process.",medium
student,progress,Learning Progress,Please help me with this issue: how do I know which lessons I still need to complete after making the payment? Please let me know what I should do.,I can help you review your current course progress and identify any lessons or activities that still need completion.,low
student,attendance,Classes,I have a problem: how is attendance calculated after making the payment? Please let me know what I should do.,I can help check your attendance record. We can verify the sessions you attended and identify any missing or incorrect attendance entries.,low
student,subscription,Subscription,Can you help me: why was my subscription renewed after making the payment? Please let me know what I should do.,"For a subscription issue, we should verify your active plan and billing status before making changes.",low
student,academic_question,Academic Support,"Hi, can you give me a hint for this academic question after making the payment? Can you guide me?","I can explain the concept in a simpler way, give an example, or provide a hint so you can solve the problem yourself.",low
student,course_content,Course,"Hello, does this course provide downloadable resources after making the payment? Can you guide me?","I can help you find the lesson notes, practice material, and other course resources. Please share the course or lesson name if needed.",low
student,feedback_complaint,Support,I need help: where can I submit a student complaint after making the payment? Can you guide me?,I can help record your feedback or complaint and make sure the relevant support team receives the details needed to review it.,low
student,human_support,Support,Could you help me with this: i need someone from the support team to review my case after making the payment. Can you guide me?,"I can help route your issue to a human support representative, especially when the case needs manual review.",low
student,unknown,Other,Please help me with this issue: i need assistance with something outside the available course services after making the payment right now. Can you guide me?,"I can still help. Please describe what you are trying to do and what is going wrong, and I will determine the best support path.",low
student,course_access,Course,I have a problem: i cannot access my course after enrolling from my dashboard. Can you guide me?,Your course access can depend on enrollment and entitlement status. Please sign in to the enrolled account so the system can check why the course is locked or missing.,medium
student,enrollment,Enrollment,Can you help me: how can I enroll in a course from my dashboard? Can you guide me?,I can help you with the enrollment process or an enrollment failure. We first need to confirm your selected course and current enrollment status.,medium
student,payment,Payments,"Hi, my payment failed while buying a course from my dashboard today.","I can help check your payment status. The next step is to verify whether the payment was successful, pending, failed, or duplicated.",high
student,refund,Payments,"Hello, how can I request a refund from my dashboard?","We can check whether your purchase is eligible for a refund and, if a refund has already been initiated, verify its current status.",low
student,certificate,Certification,I need help: i completed my course but cannot find my certificate from my dashboard.,I can help you locate or troubleshoot your certificate by checking your course completion and certificate status.,medium
student,assignment,Assignments,Could you help me with this: i cannot submit my assignment from my dashboard today.,"I can help with the assignment issue. We can check the submission status, deadline, and whether the platform accepted the uploaded file.",medium
student,exam,Exams,Please help me with this issue: when is my next exam from my dashboard?,"For an exam issue, the system should verify your exam schedule and access status and then provide the relevant instructions.",medium
student,technical_issue,Technical Support,I have a problem: my course video is not playing from my dashboard.,"I can help diagnose the platform issue and determine whether it is related to your account, course access, or the learning system.",medium
student,account,Account,Can you help me: i cannot log in to my student account from my dashboard today.,"I can help with your student account. For login or profile problems, we can guide you through account recovery or verify the information linked to your account.",low
student,course_information,Course,"Hi, what topics are covered in this course from my dashboard? Please advise.","I can help you understand the course structure, coverage, duration, and requirements. The course details can be checked against the latest published information.",low
student,schedule,Classes,"Hello, when is my next live class from my dashboard? Please advise.",I can help confirm your next class or guide you through the available rescheduling options.,low
student,tutor_support,Tutor Support,I need help: my tutor has not responded to my question from my dashboard today. Please advise.,"I can help with tutor-related support. We can check the tutor assignment, session details, and available ways to contact or reschedule with your tutor.",medium
student,progress,Learning Progress,Could you help me with this: how can I check my course progress from my dashboard? Please advise.,"For a progress issue, we should verify your lesson completion records and the latest progress calculation for the course.",low
student,attendance,Classes,Please help me with this issue: where can I check my class attendance from my dashboard? Please advise.,I can help you understand your attendance record and the available options for a missed or incorrectly recorded session.,low
student,subscription,Subscription,I have a problem: how can I check my subscription from my dashboard? Please advise.,"I can help with your subscription. We can check the current plan, renewal status, and expiry date and then explain the available options.",low
student,academic_question,Academic Support,Can you help me: can you explain a difficult concept from my course from my dashboard? Please advise.,"I can help you understand the topic rather than just give the final answer. Share the question or concept you are stuck on, and we can work through it.",low
student,course_content,Course,"Hi, where can I find the lesson materials from my dashboard? Could you help?",I can help locate the relevant course material and check whether the resource is available for download or viewing.,low
student,feedback_complaint,Support,"Hello, i want to submit feedback about my course from my dashboard today. Could you help?",I’m sorry the experience has not met your expectations. I can help document the issue and route it to the appropriate support team.,low
student,human_support,Support,I need help: i want to speak with a human support agent from my dashboard. Could you help?,I can prepare your case for human support so the support representative receives the conversation context and actions already taken.,low
student,unknown,Other,Could you help me with this: can you help me with something that is not related to my course from my dashboard? Could you help?,I can help figure this out. Tell me what you expected to happen and what happened instead.,low
student,course_access,Course,Please help me with this issue: my course is not visible in my dashboard from my dashboard today. Could you help?,I can help you check your course access. Please make sure you are signed in with the account used for enrollment; I can then verify your enrollment and course entitlement.,medium
student,enrollment,Enrollment,I have a problem: my course enrollment is still pending from my dashboard. Could you help?,"To resolve the enrollment issue, the system should verify your enrollment status and the course you selected. Please share the course name if it is not already shown in your account.",medium
student,payment,Payments,Can you help me: the amount was deducted but my payment shows failed from my dashboard. Could you help?,I can help investigate the payment problem by checking the transaction and enrollment records associated with your account.,low
student,refund,Payments,"Hi, am I eligible for a course refund from my dashboard? What should I do?",I can help with the refund request. Refund eligibility and processing time depend on the platform's current refund policy and your transaction status.,high
student,certificate,Certification,"Hello, when will my course certificate be issued from my dashboard? What should I do?","If your certificate is missing or incorrect, I can help verify your completion status and certificate record and guide you through the next step.",medium
student,assignment,Assignments,I need help: how can I upload an assignment from my dashboard? What should I do?,I can help you troubleshoot the assignment submission or explain the applicable submission and resubmission process.,medium
student,exam,Exams,Could you help me with this: how can I access my online exam from my dashboard? What should I do?,"I can help with your exam question. We can check the exam schedule, access requirements, result status, or any technical issue affecting the exam.",medium
student,technical_issue,Technical Support,Please help me with this issue: the learning platform keeps showing an error from my dashboard. What should I do?,"For a technical problem, we should identify whether the issue affects the course page, video, lesson material, app, or the whole platform.",medium
student,account,Account,I have a problem: how can I reset my password from my dashboard? What should I do?,"I can help you resolve the account issue, including password recovery, login problems, or updating registered details.",low
student,course_information,Course,Can you help me: how long does the course take to complete from my dashboard? What should I do?,"I can provide course information such as the syllabus, duration, topics, projects, and prerequisites. Please share the course name if it is not already clear.",low
student,schedule,Classes,"Hi, where can I see my class schedule from my dashboard? Please let me know what I should do.","For a scheduling issue, the system should check your enrolled sessions and the latest class timetable before giving you the correct time.",low
student,tutor_support,Tutor Support,"Hello, how can I contact my course tutor from my dashboard? Please let me know what I should do.",I can help review the tutor or session issue and determine whether it can be resolved directly or needs support-team assistance.,medium
student,progress,Learning Progress,I need help: why is my completed lesson still showing as incomplete from my dashboard? Please let me know what I should do.,I can help you check your course progress and identify why a completed lesson may still appear incomplete.,low
student,attendance,Classes,Could you help me with this: my attendance was marked incorrectly from my dashboard. Please let me know what I should do.,"For an attendance issue, the system should review your session records and the attendance policy for the course.",low
student,subscription,Subscription,Please help me with this issue: when does my subscription expire from my dashboard? Please let me know what I should do.,"I can help you review or manage your subscription, including renewal, cancellation, or plan-change questions.",low
student,academic_question,Academic Support,I have a problem: i need help understanding today's lesson from my dashboard today. Please let me know what I should do.,Absolutely. I can help explain the academic concept step by step and use a simpler example if needed.,low
student,course_content,Course,Can you help me: can I download the course resources from my dashboard? Please let me know what I should do.,"For missing course content, we should verify the lesson and resource availability in your enrolled course.",low
student,feedback_complaint,Support,"Hi, i have a complaint about my learning experience from my dashboard. Can you guide me?","I can help with your complaint by capturing the issue, checking whether it can be resolved directly, and escalating it when necessary.",low
student,human_support,Support,"Hello, can you connect me with customer support from my dashboard? Can you guide me?","I can help gather the details of your issue and, when needed, connect it to the appropriate human support team.",low
student,unknown,Other,I need help: i have a question that does not fit the usual support options from my dashboard. Can you guide me?,I’m not yet sure which support area your question belongs to. Please share a little more detail about the issue.,low
student,course_access,Course,Could you help me with this: the course page is not opening for me from my dashboard. Can you guide me?,I can help troubleshoot the missing course. We should first verify your enrollment and confirm that the course entitlement is active.,medium
student,enrollment,Enrollment,Please help me with this issue: i enrolled in the wrong course. What should I do from my dashboard? Can you guide me?,"I can help with enrollment. We can check whether the enrollment is pending, failed, or associated with the wrong course and then guide you through the next step.",medium
student,payment,Payments,I have a problem: i was charged twice for the same course from my dashboard. Can you guide me?,"For a payment issue, we should check the transaction status and match it with your course enrollment. Please keep the payment reference available if you have it.",low
student,refund,Payments,Can you help me: my refund has not reached my account from my dashboard. Can you guide me?,I can help you with the refund process. The next step is to review the purchase details and applicable refund policy.,low
student,certificate,Certification,"Hi, my certificate has the wrong name from my dashboard at the moment.",I can help check your certificate status. We should verify that the course requirements are complete and that the certificate has been generated for your account.,medium
student,assignment,Assignments,"Hello, what is the deadline for my assignment from my dashboard?","For an assignment problem, we should verify the assignment availability, deadline, and submission record before deciding the next step.",medium
student,exam,Exams,I need help: what should I do if my exam page crashes from my dashboard?,I can help you check the exam details or troubleshoot an exam access problem.,medium
student,technical_issue,Technical Support,Could you help me with this: the course page loads very slowly from my dashboard at the moment.,I can help troubleshoot the technical issue. Please make sure your connection is stable and try reopening the course; the system can then check for account or platform-specific problems.,medium
student,account,Account,Please help me with this issue: i need to update my account information from my dashboard.,"If you cannot access or update your account, we should first verify your identity and then guide you through the appropriate account-recovery or profile-update process.",low
student,course_information,Course,I have a problem: does the course include projects from my dashboard?,"I can help with course details such as topics, syllabus, duration, and whether the course is suitable for your current level.",low
student,schedule,Classes,Can you help me: can I change my scheduled class from my dashboard?,"I can help you check your class schedule. We can verify the next session, timing, and any available rescheduling options.",low
student,tutor_support,Tutor Support,"Hi, can I request a different tutor from my dashboard? Please advise.","If your tutor has not responded or a session was cancelled, I can help verify the session status and guide you through the appropriate support process.",medium
student,progress,Learning Progress,"Hello, my progress percentage has not updated from my dashboard. Please advise.",I can help you review your current course progress and identify any lessons or activities that still need completion.,low
student,attendance,Classes,I need help: why is my attendance missing from my dashboard? Please advise.,I can help check your attendance record. We can verify the sessions you attended and identify any missing or incorrect attendance entries.,low
student,subscription,Subscription,Could you help me with this: how can I cancel my subscription from my dashboard? Please advise.,"For a subscription issue, we should verify your active plan and billing status before making changes.",low
student,academic_question,Academic Support,Please help me with this issue: can you explain this topic with a simple example from my dashboard? Please advise.,"I can explain the concept in a simpler way, give an example, or provide a hint so you can solve the problem yourself.",low
student,course_content,Course,I have a problem: the notes for my lesson are missing from my dashboard at the moment. Please advise.,"I can help you find the lesson notes, practice material, and other course resources. Please share the course or lesson name if needed.",low
student,feedback_complaint,Support,Can you help me: how can I report a problem with my course from my dashboard? Please advise.,I can help record your feedback or complaint and make sure the relevant support team receives the details needed to review it.,low
student,human_support,Support,"Hi, i need help from a support representative from my dashboard. Could you help?","I can help route your issue to a human support representative, especially when the case needs manual review.",high
student,unknown,Other,"Hello, i am not sure which support category my problem belongs to from my dashboard at the moment. Could you help?","I can still help. Please describe what you are trying to do and what is going wrong, and I will determine the best support path.",low
student,course_access,Course,I need help: i was enrolled but the course still shows as locked from my dashboard. Could you help?,Your course access can depend on enrollment and entitlement status. Please sign in to the enrolled account so the system can check why the course is locked or missing.,medium
student,enrollment,Enrollment,Could you help me with this: why did my course enrollment fail from my dashboard? Could you help?,I can help you with the enrollment process or an enrollment failure. We first need to confirm your selected course and current enrollment status.,medium
student,payment,Payments,Please help me with this issue: how can I check my payment status from my dashboard? Could you help?,"I can help check your payment status. The next step is to verify whether the payment was successful, pending, failed, or duplicated.",low
student,refund,Payments,I have a problem: how long does a refund normally take from my dashboard? Could you help?,"We can check whether your purchase is eligible for a refund and, if a refund has already been initiated, verify its current status.",low
student,certificate,Certification,Can you help me: how can I download my certificate from my dashboard? Could you help?,I can help you locate or troubleshoot your certificate by checking your course completion and certificate status.,medium
student,assignment,Assignments,"Hi, my assignment submission is not visible from my dashboard at the moment. What should I do?","I can help with the assignment issue. We can check the submission status, deadline, and whether the platform accepted the uploaded file.",medium
student,exam,Exams,"Hello, when will my exam result be available from my dashboard? What should I do?","For an exam issue, the system should verify your exam schedule and access status and then provide the relevant instructions.",medium
student,technical_issue,Technical Support,I need help: i cannot open the lesson material from my dashboard. What should I do?,"I can help diagnose the platform issue and determine whether it is related to your account, course access, or the learning system.",medium
student,account,Account,Could you help me with this: i forgot the email linked to my account from my dashboard at the moment. What should I do?,"I can help with your student account. For login or profile problems, we can guide you through account recovery or verify the information linked to your account.",low
